nome_fantasia,razao_social,cep,lat,long,bairro,endereco
RESTAURANTE MORANGU'S,W DE SOUZA SILVA RESTAURANTES,50030000,-8.0636581,-34.8725727,RECIFE,"AVENIDA MARQUES DE OLINDA, 117"
RESTAURANTE NOSSA SENHORA DA GUIA,PEDRO S R LAGES REFEICOES,50030210,-8.0618167,-34.872154,RECIFE,"RUA DA GUIA, 111"
RESTAURANTE NOVA FAMA,RESTAURANTE NOVA FAMA LTDA,50800290,-8.0373523,-34.9405011,IPUTINGA,"ESTRADA DO BARBALHO, 236"
RESTAURANTE PADRE CICERO,GENIVAL GONCALVES DE LIMA,51260000,-8.1371147,-34.9407302,JORDAO,"RUA BOANERGES PEREIRA, 6"
RESTAURANTE PADRE MUNIZ,A P DA SILVA RESTAURANTE LTDA,50020350,-8.0698882,-34.8774067,SAO JOSE,"RUA PADRE MUNIZ, 185"
RESTAURANTE PAJARACA,RESTAURANTE PAJARACA LTDA,52171040,-8.0147299,-34.9518563,SITIO DOS PINTOS,"RUA CORREGO DA FORTUNA, 600"
RESTAURANTE PAJARACAS,PAJARACA S RESTAURANTE LTDA,52171040,-8.0147299,-34.9518563,SITIO DOS PINTOS,"RUA CORREGO DA FORTUNA, 600"
RESTAURANTE PARAIBANOS,A. G. DE ASSIS FILHO,50670380,-8.0404312,-34.9420814,IPUTINGA,"RUA EMILIANO BRAGA, 185"
RESTAURANTE PARRAXAXA,PRX COMERCIO DE ALIMENTOS LTDA,51021060,-8.1280368,-34.9021503,BOA VIAGEM,"AVENIDA FERNANDO SIMOES BARBOSA, 1200"
RESTAURANTE PE DE SERRA,PE DE SERRA RESTAURANTE LTDA,50020400,-8.0705712,-34.8793889,SAO JOSE,"RUA CORACAO DE MARIA, 131"
RESTAURANTE PICUIENSE,RESTAURANTE ALVES BANDEIRA LTDA,50010360,-8.0655193,-34.8791247,SANTO ANTONIO,"AVENIDA DANTAS BARRETO, 576"
RESTAURANTE PIMENTA EXPRESS,DEGUSTAR ALIMENTOS LIMITADA,51150001,-8.1143499,-34.9140084,IMBIRIBEIRA,"AVENIDA MARECHAL MASCARENHAS DE MORAES, 3402"
RESTAURANTE PINHEIRO,P I COSTA PINHEIRO RESTAURANTE,51350390,-8.106135,-34.9269203,IPSEP,"RUA ABDIAS CABRAL DE MOURA, 14"
RESTAURANTE PINHEIRO NA BRASA,J V COSTA PINHEIRO RESTAURANTE,51350290,-8.1135227,-34.9243318,IPSEP,"RUA HELIO BRANDAO, 13"
RESTAURANTE PURO REGIONAL,RESTAURANTE PURO REGIONAL LTDA,51011220,-8.0974109,-34.8857977,PINA,"RUA ATLANTICO, 242"
RESTAURANTE PURO SABOR,RESTAURANTE PURO SABOR LTDA,52280565,-8.0200641,-34.9180407,VASCO DA GAMA,"RUA DOIS DE FEVEREIRO, 690"
RESTAURANTE RAIZES,R B DOS SANTOS VIEIRA RESTAURANTE LTDA,50060080,-8.0611914,-34.8843225,BOA VISTA,"RUA DO HOSPICIO, 187"
RESTAURANTE RAIZZES,K R VIEIRA RESTAURANTE LTDA,50060080,-8.0616349,-34.884616,BOA VISTA,"RUA DO HOSPICIO, 131"
RESTAURANTE RECANTO DO BODE,RESTAURANTE RECANTO DO BODE LTDA,50771555,-8.0934778,-34.9236543,JIQUIA,"AVENIDA TAPAJOS, 587"
RESTAURANTE RECANTO DO MATUTO,J.L REFEICOES LTDA,50711360,-8.0466128,-34.9250662,CORDEIRO,"RUA COSTA MAIA, 300"
RESTAURANTE SABOR AO PONTO,C. A. LISOWSKI RESTAURANTE,50060110,-8.0622545,-34.8845094,BOA VISTA,"RUA MARTINS JUNIOR, 91"
RESTAURANTE SABOR DA SERRA,SILVANA ZUZA DE SOUZA RESTAURANTE,50060130,-8.0611956,-34.8866252,BOA VISTA,"RUA DA CONCEICAO, 137"
RESTAURANTE SABOR DA TERRA,LFPM RESTAURANTE & REFEICOES COMERCIAIS LTDA,51170130,-8.0928382,-34.9102923,IMBIRIBEIRA,"RUA ENGENHEIRO JOSE BRANDAO CAVALCANTE, 120"
RESTAURANTE TALENTOS,RESTAURANTE TALENTOS LTDA,50740535,-8.0463409,-34.9556969,VARZEA,"AVENIDA PROFESSOR ARTUR DE SA, 570"
RESTAURANTE TAY SAN,TAY SAN COMERCIO DE ALIMENTOS LTDA,51020050,-8.1139253,-34.895762,BOA VIAGEM,"RUA FRANCISCO DA CUNHA, 47"
RESTAURANTE TEMPERO DA TERRA,RESTAURANTE TEMPERO DA TERRA LTDA,50670160,-8.0454693,-34.9396019,IPUTINGA,"RUA JACAUNA, 437"
RESTAURANTE TEMPERO DA VAL,MARCELLY ALVES PEREIRA 11277864403,51190485,-8.1161499,-34.9175016,IPSEP,"AVENIDA SENADOR ROBERT KENNEDY, 170"
RESTAURANTE TEMPERO DO KARLOS,"RESTAURANTE, PANIFICADORA E MERCADINHO TEMPERO DO KARLOS LTDA",50680180,-8.0369916,-34.9320121,IPUTINGA,"RUA PEREIRA COUTINHO FILHO, 178"
RESTAURANTE TEMPERO NORDESTINO,RESTAURANTE TEMPERO NORDESTINO LTDA,50710060,-8.0411363,-34.9084761,TORRE,"RUA ARAGUATINS, 68"
RESTAURANTE TIA MARLENE,R M LEITE RESTAURANTE E LANCHONETE,52021180,-8.0434385,-34.8903892,ESPINHEIRO,"AVENIDA JOAO DE BARROS, 1630"
RESTAURANTE TIO ARMENIO,VISEU COMERCIO DE ALIMENTOS E TURISMO LTDA,51020900,-8.1197249,-34.9032262,BOA VIAGEM,"RUA PADRE CARAPUCEIRO, 777"
RESTAURANTE TIO PEPE,GARRIDO RESTAURANTE LTDA,51030090,-8.1339634,-34.9082225,BOA VIAGEM,"RUA ALMTE TAMANDARE, 170"
RESTAURANTE VARANDA DO ENGENHO,CRISTIANO LOURENCO DE MENEZES RESTAURANTE,50730240,-8.054808,-34.9459841,ENGENHO DO MEIO,"RUA MANOEL CORTE REAL, 689"
RESTAURANTE VARANDA DO ROSARINHO,W. H. DE L. DANTAS RESTAURANTE LTDA,52041050,-8.033635,-34.8983537,ROSARINHO,"RUA REGUEIRA COSTA, 80"
RESTAURANTE VENEZA BRASILEIRA,LUCENA'S EMPREENDIMENTOS LTDA,50010300,-8.0630164,-34.8777222,SANTO ANTONIO,"RUA DIARIO DE PERNAMBUCO, 28"
RESTAURANTE VO ZEFINHA,RC RESTAURANTE LTDA,51021350,-8.1259875,-34.8991931,BOA VIAGEM,"RUA CARLOS PEREIRA FALCAO, 124"
RESTAURANTE XODO NORDESTINO,RESTAURANTE XODO NORDESTINO LTDA,50761000,-8.0719436,-34.9289462,SAN MARTIN,"AVENIDA GENERAL SAN MARTIN, 2347"
RESTAURANTE XOTE E BAIAO,RESTAURANTE XOTE E BAIAO LTDA,50640240,-8.0600198,-34.9280513,CORDEIRO,"RUA CAPITAO ANTONIO DIAS, 79"
RESTAURANTE YILI,SHUBIN CHEN RESTAURANTE E LANCHONETE,50010070,-8.0643762,-34.87715,SANTO ANTONIO,"RUA PRIMEIRO DE MARCO, 85"
RESTAURANTE ZHUDY,SU WENCHUAN RESTAURANTE LTDA,50050070,-8.0594348,-34.8861025,BOA VISTA,"RUA GERVASIO PIRES, 342"
RESTAURENTE ALPHA,JOAO BATISTA LEITE,50020055,-8.0699073,-34.8833359,SAO JOSE,"RUA DA CONCORDIA, 732"
RETETEU COMIDA HONESTA,SAPOTI COMERCIO DE ALIMENTOS LTDA,52041120,-8.0340138,-34.8936327,ENCRUZILHADA,"RUA PROFESSOR OTAVIO DE FREITAS, 256"
RF REFEICOES,R F REFEICOES LTDA,50711290,-8.0479228,-34.9225653,CORDEIRO,"RUA TEOTONIO FREIRE, 524"
RICKS FOOD,RICKS FOOD COMERCIO DE ALIMENTOS LTDA,52090320,-8.0087774,-34.9321195,MACAXEIRA,"AVENIDA JOSE AMERICO DE ALMEIDA, S/N"
RISTOCAMPO RESTAURANTE,RISTOCAMPO RESTAURANTE COMERCIO E SERVICO LTDA,52051380,-8.032848,-34.9040922,TAMARINEIRA,"ESTRADA DO ARRAIAL, 2263"
RISTORANTE COMBINADO,GYLLIARD AMARO DA SILVA 06922522664,51011031,-8.1006586,-34.8863156,PINA,"AVENIDA CONSELHEIRO AGUIAR, 1177"
ROCK & RIBS,RR MARCO ZERO RESTAURANTE LTDA,50030150,-8.0510777,-34.8723776,RECIFE,"AVENIDA ALFREDO LISBOA, 12"
ROCK PIZZA,ROCK PIZZA RESTAURANTE E PIZZARIA LTDA,51190450,-8.1125684,-34.9210632,IPSEP,"RUA JEAN EMILE FAVRE, 1343"
ROCK PIZZA,ROCK PIZZAS RESTAURANTE E PIZZARIA LTDA,50760375,-8.074577,-34.9215301,MUSTARDINHA,"RUA VINTE E UM DE ABRIL, 1310"
ROCKEBAB,RCK RESTAURANTES E ALIMENTOS LTDA,52011050,-8.0447456,-34.899914,GRACAS,"RUA AMELIA, 514"
ROCKEBAB,ROCKEBAB RESTAURANTES E ALIMENTOS LTDA,52011050,-8.0447455,-34.899914,GRACAS,"RUA AMELIA, 514"
ROCKY PIZZAS,JULIANA MARIA REIS DA FONSECA,50740080,-8.0382351,-34.9506887,VARZEA,"AVENIDA BARAO DE BONITO, 415"
RODRIGUES LANCHES,DIVINO PALADAR RESTAURANTE LTDA,50050420,-8.0547545,-34.8884226,SANTO AMARO,"RUA OLIMPIA, 1"
ROMA GOURMET,RESTAURANTE ROMA GOURMET LTDA,50070465,-8.0661944,-34.8955894,ILHA DO LEITE,"RUA FREI MATIAS TEVIS, 23"
ROSBIFE DA VERA,KALINE DA SILVA RIBEIRO RESTAURANTE,51010350,-8.0898718,-34.8807747,BRASILIA TEIMOSA,"RUA BEM-TE-VI, 15"
ROSSI - RESTAURANTES,I. R. GOMES BRAGA RESTAURANTES,52081005,-8.0152221,-34.9200643,VASCO DA GAMA,"RUA VASCO DA GAMA, 727"
ROTA DO MARUJO,D B DO NASCIMENTO RESTAURANTE LTDA,50030040,-8.0644492,-34.8729611,RECIFE,"RUA DA MOEDA, 114"
RUBIA' S PIZZARIA,BILIANA RUBIA TONIOLO COITO LTDA,50761280,-8.0673473,-34.9289467,SAN MARTIN,"RUA DUARTE FILHO, 324"
RUFFO,RUFFO COMERCIO DE ALIMENTOS LTDA,50070460,-8.0652323,-34.8948317,ILHA DO LEITE,"RUA SENADOR JOSE HENRIQUE, 231"
S D COZINHA ORIENTAL LTDA,S D COMERCIO DE ALIMENTOS LTDA,50610090,-8.0514763,-34.9065105,MADALENA,"AVENIDA VISCONDE DE ALBUQUERQUE, 754"
S GOMES DO NASCIMENTO CHURRASCARIA E CIA LTDA,S GOMES DO NASCIMENTO CHURRASCARIA E CIA. LTDA,50850000,-8.0808765,-34.9214677,AFOGADOS,"RUA SAO MIGUEL, 1630"
SABOR CASEIRO RESTAURANTE,ANA RITA D C LEAL LTDA,51200040,-8.1074782,-34.9146049,IMBIRIBEIRA,"RUA CACHOEIRA, 73"
SABOR CONGELAMENTO,CONSABOR CONGELAMENTO E COMERCIO DE ALIMENTOS LTDA,51200210,-8.1262634,-34.9159342,IMBIRIBEIRA,"RUA DR SEABRA, 201"
SABOR DA CASA,RESTAURANTE SABOR DA CASA LTDA,50010140,-8.0651695,-34.8773942,SANTO ANTONIO,"RUA ESTREITA DO ROSARIO, 153"
SABOR DA FAZENDA,FERNANDO MACHADO DE MORAIS JUNIOR REFEICOES,50090290,-8.0794935,-34.8923444,CABANGA,"RUA CAPITAO TEMUDO, 344"
SABOR DA PATRIA,AURIA VIEGAS,50020130,-8.0693832,-34.8812174,SAO JOSE,"RUA PASSOS DA PATRIA, 136"
SABOR DA TERRA,E. C. DO CARMO FERREIRA RESTAURANTE,50020400,-8.0705217,-34.8792885,SAO JOSE,"RUA CORACAO DE MARIA, 122"
SABOR DA TERRA RESTAURANTE,LMA RESTAURANTE & REFEICOES COMERCIAIS LTDA,51200180,-8.1206064,-34.9149199,IMBIRIBEIRA,"RUA ARTHUR LOPES, 229"
SABOR DE CASA RESTAURANTE,SABOR DE CASA RESTAURANTE LTDA,50750360,-8.0670517,-34.9082704,AFOGADOS,"ESTRADA DOS REMEDIOS, 1262"
SABOR DE ENGENHO,V M DE BARROS LIMA ARAUJO LTDA,50730600,-7.5617238,-34.9952357,ENGENHO DO MEIO,"RUA LINDOLFO COLLOR, 406"
SABOR DE FAMILIA,RESTAURANTE SELF-SERVICE SABOR DA FAMILIA LTDA,50770200,-8.0798541,-34.9076721,AFOGADOS,"RUA JOAQUIM DE VASCONCELOS PEREIRA, 46"
SABOR DE PERNAMBUCO,RESTAURANTE SABOR DE PERNAMBUCO LTDA,50030210,-8.0619267,-34.8722381,RECIFE,"RUA DA GUIA, 89"
SABOR DO LIRA,SERGIO PEREIRA DE LIRA,50710170,-8.0439868,-34.906825,TORRE,"RUA DOS OPERARIOS, 218"
SABOR DO PEDACO SELF SERVICE,L DA S REGO SELF SERVICE,52110005,-8.0304625,-34.8989576,TAMARINEIRA,"AVENIDA NORTE MIGUEL ARRAES DE ALENCAR, 3566"
SABOR DO RANCHO,SABOR DO RANCHO LTDA,52050355,-8.040531,-34.8946594,AFLITOS,"RUA QUARENTA E OITO, 822"
SABOR DO RANCHO,V V S RESTAURANTE LTDA,52050355,-8.040531,-34.8946594,AFLITOS,"RUA QUARENTA E OITO, 822"
SABOR TROPICAL,SABOR TACARUNA ALIMENTOS LTDA,51110000,-8.0380464,-34.8719356,SANTO AMARO,"AVENIDA GOVERNADOR AGAMENON MAGALHAES, 153"
SABOR TROPICAL,ALMEIDA & KONRAD RESTAURANTE LTDA,50610120,-8.055352,-34.905819,MADALENA,"RUA DEMOCRITO DE SOUZA FILHO, 305"
SABORE COMIDAS CASEIRAS,MARIANA FERREIRA BORGES ALVES MOREIRA DA SILVA - RESTAURANTE,52041430,-8.0203916,-34.8944775,AGUA FRIA,"AVENIDA BEBERIBE, 2303"
SABOREANDO COMIDA CASEIRA,RESTAURANTE SABOREANDO LTDA,50760310,-8.0704416,-34.9202932,MUSTARDINHA,"RUA JOANA FRANCISCA DE AZEVEDO, 252"
SABORES DO NORDESTE,RESTAURANTE SABORES DO NORDESTE LTDA,51200250,-8.1277447,-34.9164906,IBURA,"RUA PINTOR LULA CARDOSO AYRES, 102"
SAL - COZINHA ARTESANAL,CHARCUTERIA EUGENIO GRANGEIRO LTDA,52050060,-8.0389506,-34.90282,GRACAS,"AVENIDA DOUTOR MALAQUIAS, 204"
SAL E BRASA,SAL E BRASA BAR E CHURRASCARIA LTDA,51200235,-8.1216459,-34.918484,IBURA,"AVENIDA PRESIDENTE DUTRA, 451"
SAL E BRASA BOA VISTA,PE GRILL BOA VISTA ALIMENTOS LTDA,50070010,-8.059645,-34.8871725,BOA VISTA,"RUA DO GIRIQUITI, 48"
SAL E BRASA GRILL EXPRESS,PE GRILL RIOMAR RESTAURANTE LTDA,51110160,-8.0859828,-34.8941406,PINA,"AVENIDA REPUBLICA DO LIBANO, 251"
SAL E BRASA GRILL EXPRESS,SB GRILL RECIFE ALIMENTOS LTDA,51020280,-8.1197249,-34.9032262,BOA VIAGEM,"RUA PADRE CARAPUCEIRO, 777"
SAL E BRASA GRILL EXPRESS,PE GRILL RECIFE ALIMENTOS LTDA,51020280,-8.1197249,-34.9032262,BOA VIAGEM,"RUA PADRE CARAPUCEIRO, 777"
SAL E BRASA TACARUNA,PE GRILL OLINDA ALIMENTOS LTDA,50110000,-8.0380464,-34.8719356,SANTO AMARO,"AVENIDA GOVERNADOR AGAMENON MAGALHAES, 153"
SALA DE REBOCO BAR & COMEDORIA,SALA DE REBOCO BAR & COMEDORIA LTDA,50720740,-8.0535925,-34.9201841,CORDEIRO,"RUA GREGORIO JUNIOR, 264"
SALADA MISTA,SELIM ALIMENTACAO LTDA,50060080,-8.0620719,-34.8849934,BOA VISTA,"RUA DO HOSPICIO, 59"
SALADERIA ESPINHEIRO,SALADERIA COMERCIO DE ALIMENTOS LTDA,52020095,-8.0453182,-34.8931147,ESPINHEIRO,"RUA SANTO ELIAS, 49"
SALADERIA UNIC,SALADERIA UNIC LTDA,52061055,-8.0317479,-34.9228406,CASA FORTE,"RUA MARECHAL RONDON, 100"
SALADORAMA COMERCIO E SERVICOS ALIMENTICIOS,SALADORAMA COMERCIO E SERVICOS ALIMENTICIOS LTDA,52090000,-8.01055,-34.9244201,NOVA DESCOBERTA,"RUA NOVA DESCOBERTA, 536"
SALADORAMA RECIFE ANTIGO,SALADORAMA COMERCIO E SERVICOS ALIMENTICIOS LTDA,50030020,-8.0643582,-34.8732607,RECIFE,"RUA TOMAZINA, 121"
SALADORAMA VARZEA,SALADORAMA COMERCIO E SERVICOS ALIMENTICIOS LTDA,50810000,-8.0495286,-34.9599914,VARZEA,"AVENIDA AFONSO OLINDENSE, 2130"
SALUTTI,SALUTTI ALIMENTOS LTDA,50030000,-8.0638334,-34.8732908,RECIFE,"AVENIDA MARQUES DE OLINDA, 199"
SAMADHI,SAMADHI GASTRONOMIA CONCEITO RESTAURANTE LTDA,52061105,-8.0276101,-34.9278874,MONTEIRO,"AVENIDA DEZESSETE DE AGOSTO, 2656"
SAN BOTEQUIM BAR E RESTAURANTE,SAN BOTEQUIM BAR E RESTAURANTE LTDA,50761310,-8.0683197,-34.9277535,SAN MARTIN,"RUA COMENDADOR FRANCO FERREIRA, 430"
SAN BOTEQUIM BV,SAN BOTEQUIM BAR E RESTAURANTE LTDA,51021270,-8.1270293,-34.9084228,BOA VIAGEM,"RUA DOUTOR GASPAR REGUEIRA COSTA, 57"
SAN BURGUER,SAN BURGUER COMEDORIA LTDA,50761000,-8.06768,-34.9280441,SAN MARTIN,"AVENIDA GENERAL SAN MARTIN, 1880"
SANTORINI BAR CLUB,SANTORINI BAR CLUB LTDA,51011010,-8.0947366,-34.8840163,PINA,"RUA CAPITAO REBELINHO, 434"
SAO BRAZ COFFEESHOP,SB ILHA 2012 BAR E RESTAURANTE LTDA,50070430,-8.0633547,-34.8951757,ILHA DO LEITE,"RUA DOUTOR JOAO ASFORA, 26"
SAO PEDRO,SAPOTI COMERCIO DE ALIMENTOS LTDA,50020220,-8.0672456,-34.8788152,SANTO ANTONIO,"PATIO DE SAO PEDRO, 33"
SCORPIONS BAR E RESTAURANTE,SCORPIONS BAR E RESTAURANTE LTDA,50741150,-8.0501566,-34.9584688,VARZEA,"RUA FRANCISCO LACERDA, 374"
SDBFOOD,CSP FOOD RESTAURANTE LTDA,52061080,-8.033714,-34.9217569,CASA FORTE,"ESTRADA DAS UBAIAS, 733"
SE AVEXE COMIDA NORDESTINA,EDILSON JOSE DA SILVA LTDA,51110050,-8.0892961,-34.8840623,PINA,"RUA CARACATUBA, 370"
SELF SERVICE AMIGO PAULO,PAULO DAMIAO RESTAURANTES UNIPESSOAL LTDA,50670000,-8.0397045,-34.9410959,IPUTINGA,"AVENIDA CAXANGA, 3969"
SELF SERVICE CIDADE UNIVERSITARIA,MARIA VANDA VIANA DUARTE,50740470,-8.0423325,-34.9467577,VARZEA,"RUA AGRICOLANDIA, 352"
SELF SERVICE CIDADE UNIVERSITARIA,SELF SERVICE CIDADE UNIVERSITARIA LTDA,50740470,-8.0423325,-34.9467577,VARZEA,"RUA AGRICOLANDIA, 352"
SELF SERVICE KI SABOR,ALDO SOARES DE MELO JUNIOR,51021190,-8.1525046,-34.909899,BOA VIAGEM,"AVENIDA VISCONDE DE JEQUITINHONHA, 98"
SELF SERVICE MARIA FILO,ANNA CARLA MENESES MACHADO,50720001,-8.0573249,-34.9086598,MADALENA,"RUA BENFICA, 1116"
SELF SERVICE SABOR CASEIRO,CAMILLE E RODRIGO REFEICOES E LANCHES LTDA,50050215,-8.0551924,-34.8910182,SOLEDADE,"RUA JOAO FERNANDES VIEIRA, 131"
SELF SERVICE SABOR DA CASA,EDINADI SANTOS RESTAURANTE LTDA,50060080,-8.0616751,-34.8842135,BOA VISTA,"RUA DO HOSPICIO, 148"
SELF SERVICE TEMPERO DA CASA,S T RODRIGUES RESTAURANTE,50060090,-8.0605894,-34.8872098,BOA VISTA,"RUA GERVASIO PIRES, 175"
SELF-SERVICE MAGAFAMILY,MAGAFAMILY SELF-SERVICE E LANCHONETE LTDA,52070230,-8.0266148,-34.9175641,CASA AMARELA,"ESTRADA DO ARRAIAL, 3946"
SERTANENSE,OUTEIRO RESTAURANTE & LANCHES LTDA,50010100,-8.063654,-34.8804868,SANTO ANTONIO,"RUA NOVA, 356"
SERTANENSE,CASTELO RESTAURANTE LTDA,50010100,-8.0645159,-34.8791644,SANTO ANTONIO,"RUA NOVA, 187"
SERTANENSE,CELEIRO RESTAURANTE LTDA,50010100,-8.063654,-34.8804868,SANTO ANTONIO,"RUA NOVA, 356"
SETIMA ARTE SUASSUNA,P F DE MELO - RESTAURANTE,50050540,-8.051865,-34.8876847,SANTO AMARO,"AVENIDA VISCONDE DE SUASSUNA, 665"
SEU AMARO COMIDA CASEIRA,SEU AMARO COMIDA CASEIRA LTDA,50100070,-8.0482638,-34.8879715,SANTO AMARO,"RUA MAJOR CODECEIRA, 225"
SEU ARIEL RESTAURANTE E CAFETERIA,SEU ARIEL RESTAURANTE LTDA,50050345,-8.0531839,-34.8907973,SOLEDADE,"RUA JOAQUIM FELIPE, 73"
SEU BARBOSA,ALBUQUERQUE & VARELA LTDA,50710435,-8.0480108,-34.906604,MADALENA,"RUA JOSE BONIFACIO, 359"
SEU BOTECO,RECIFE ALIMENTOS E EVENTOS LTDA,50030150,-8.0510777,-34.8723776,RECIFE,"AVENIDA ALFREDO LISBOA, S/N"
SEU BURGUER,L. R. LAURENTINO GOMES BURGUER,52070547,-8.0248059,-34.9097176,CASA AMARELA,"AVENIDA NORTE MIGUEL ARRAES DE ALENCAR, 4923"
SEU EMIDIO CHURRASCARIA & PIZZARIA,EMIDIO CHURRASCARIA & PIZZARIA LTDA,50830380,-8.0705126,-34.9116356,AFOGADOS,"RUA CORONEL ALFREDO DUARTE, 433"
SEU FERREIRA COMIDA CASEIRA,SEU AMARO COMIDA CASEIRA LTDA,52010130,-8.0587883,-34.8999986,DERBY,"RUA JENER DE SOUZA, 593"
SEU LENHA,SEU LENHA RESTAURANTE E PIZZARIA LTDA,51170320,-8.0947515,-34.9132803,IMBIRIBEIRA,"AVENIDA JOSE FERREIRA LINS, 330"
SEU LUNA ESPINHEIRO,SEU LUNA RESTAURANTE ESPINHEIRO LTDA,52020015,-8.0469087,-34.894739,ESPINHEIRO,"RUA DA HORA, 348"
SEU LUNA RESTAURANTE,C L FREITAS RESTAURANTE LTDA,51190660,-8.1168887,-34.9219554,IPSEP,"AVENIDA SALDANHA MARINHO, 637"
SEU LUNA RESTAURANTE,F BARRETO LTDA,51190660,-8.1169308,-34.9220041,IPSEP,"AVENIDA SALDANHA MARINHO, 645"
SEU MOTTA COMIDA DO MAR,SEU MOTTA COMIDA DO MAR LTDA,51021260,-8.1279097,-34.9061686,BOA VIAGEM,"RUA DOUTOR RAYMUNDO GOMES GONDIM, 26"
SEU PEU CASA FORTE,SEU PEU CASA FORTE BAR E RESTAURANTE LTDA,52070020,-8.0288283,-34.9191329,CASA AMARELA,"RUA RAIMUNDO FREIXEIRA, 68"
SEU PEU GASTROPUB,L&C BAR E RESTAURANTE LTDA,52050030,-8.0381331,-34.8979291,AFLITOS,"RUA CARNEIRO VILELA, 665"
SEU PEU ZONA NORTE,F&C BAR E RESTAURANTE LTDA,52050033,-8.0381331,-34.8979291,AFLITOS,"RUA CARNEIRO VILELA, 665"
SEU TITO,SEU TITO BOTECO LTDA,52060400,-8.0383832,-34.9115875,SANTANA,"RUA IGARASSU, 104"
SEU TITO BOA VIAGEM,JOSE WALTER PEDROSA CAVALCANTI LTDA,51111190,-8.1046166,-34.8873057,BOA VIAGEM,"RUA ARTUR MUNIZ, 82"
SEU TITO PRAIA,JWF SERVICOS DE RESTAURANTE LTDA,51111190,-8.1046166,-34.8873057,BOA VIAGEM,"RUA ARTUR MUNIZ, 82"
SEU VEVA,MARTINS ALIMENTOS ORIENTAIS LTDA,50030140,-8.0631399,-34.8722939,RECIFE,"RUA DONA MARIA CESAR, 170"
SEU ZUZA BOTECO E BURGUER,SEU ZUZA BOTECO E BURGUER LTDA,51030420,-8.1333826,-34.904075,BOA VIAGEM,"RUA CAPITAO ZUZINHA, 136"
SEVEN WONDERS CAFE,DEMP COMERCIO DE ALIMENTOS E BEBIDAS LTDA.,51011050,-8.0934269,-34.8856672,PINA,"AVENIDA ENGENHEIRO DOMINGOS FERREIRA, 460"
SINHA JOANA,JOSE CARLOS HALLEY CAVALCANTI RESTAURANTE,52020015,-8.0469087,-34.894739,ESPINHEIRO,"RUA DA HORA, 150"
SKILLUS CLASSIC,ATLANTA ALIMENTOS LTDA,50070270,-8.0629765,-34.8959591,ILHA DO LEITE,"RUA JOAQUIM INACIO, 515"
SKILLUS CLASSIC,ATLANTA ALIMENTOS LTDA,50070200,-8.0607308,-34.8953394,PAISSANDU,"RUA PAISSANDU, 189"
SKILLUS STEAK HOUSE,SKILLUS RESTAURANTE LTDA,51020900,-8.1197249,-34.9032262,BOA VIAGEM,"RUA PADRE CARAPUCEIRO, 777"
SKINA 130,PATRICIA DA SILVA CAVALCANTI REFEICOES,50020310,-8.0696542,-34.8787462,SAO JOSE,"RUA SAO JOSE DO RIBAMAR, 130"
SKINA DO JUCA,E & R RESTAURANTE SKINA DO JUCA LTDA,51270000,-8.1152025,-34.9503557,COHAB,"AVENIDA RIO SAO FRANCISCO, 457"
SKINA DO MATUTO,LUCIELMA ARAUJO DA SILVA GOMES RESTAURANTE,51170120,-8.0911969,-34.9090656,IMBIRIBEIRA,"AVENIDA PINHEIROS, 70"
SKINA GRILL,V & A ALIMENTOS LTDA,52041170,-8.0349419,-34.8927984,ENCRUZILHADA,"RUA FERNANDO CESAR, 174"
SL GALEGO,SL PANELA DE BARRO LTDA,52160210,-7.991106,-34.913472,DOIS UNIDOS,"RUA ARQUELAU SILVEIRA LIRA, 10"
SL REFEICOES LTDA,SL REFEICOES LTDA,50790640,-7.5617238,-34.9952357,CURADO,"RODOVIA BR CENTO E UM, 550"
SMART HUB - CONNECTED KITCHENS,SMART HUB ZONA SUL LTDA,51020130,-8.1150894,-34.9002087,BOA VIAGEM,"RUA GENERAL EDSON AMANCIO RAMALHO, 141"
SOMBRA DA MANGUEIRA,RESTAURANTE SOMBRA DA MANGUEIRA LTDA,50781745,-8.0795919,-34.9340374,JARDIM SAO PAULO,"RUA SENADOR ALBERTO PASQUALINI, 86"
SOMBRA DA MANGUEIRA,RESTAURANTE S. D. M LTDA,50781745,-8.0795919,-34.9340374,JARDIM SAO PAULO,"RUA SENADOR ALBERTO PASQUALINI, 86"
SPACO GOURMET,SPACO GOURMET COMERCIO DE ALIMENTOS LTDA,52050020,-8.038554,-34.8995092,GRACAS,"AVENIDA ROSA E SILVA, 1460"
SPETTUS BOA VIAGEM,FLORIDA ALIMENTOS LTDA,51020030,-8.1036745,-34.8892698,BOA VIAGEM,"AVENIDA ENGENHEIRO DOMINGOS FERREIRA, 1500"
SPOLETO,SP RECIFE 2012 BAR E RESTAURANTE LTDA,51030340,-8.1379336,-34.907482,BOA VIAGEM,"RUA CONEGO ROMEU, 350"
SPOLETO,SP PACO 2012 BAR E RESTAURANTE LTDA,50030030,-8.0651376,-34.8739203,CENTRO,"RUA DA ALFANDEGA, 35"
SPOLETO,TRE FRATELLI LTDA,51110160,-8.0861346,-34.895757,PINA,"AVENIDA REPUBLICA DO LIBANO, 251"
SPOLETO TACARUNA,GRANO TACARUNA 2023 LTDA,50110000,-8.0380464,-34.8719356,SANTO AMARO,"AVENIDA GOVERNADOR AGAMENON MAGALHAES, 153"
